2024-06-04 23:58:30.490 | INFO     | __main__:<module>:67 - Question ID: 0, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:31.568 | INFO     | __main__:<module>:67 - Question ID: 1, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:32.580 | INFO     | __main__:<module>:67 - Question ID: 2, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:33.452 | INFO     | __main__:<module>:67 - Question ID: 3, Answer ID: 3, Task: Phi-2
2024-06-04 23:58:34.371 | INFO     | __main__:<module>:67 - Question ID: 4, Answer ID: 1, Task: Phi-2
2024-06-04 23:58:35.207 | INFO     | __main__:<module>:67 - Question ID: 5, Answer ID: 5, Task: Phi-2
2024-06-04 23:58:35.979 | INFO     | __main__:<module>:67 - Question ID: 6, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:36.915 | INFO     | __main__:<module>:67 - Question ID: 7, Answer ID: 1, Task: Phi-2
2024-06-04 23:58:37.956 | WARNING  | __main__:<module>:60 - Retry: Question ID: 8, Answer ID: None, Task: Phi-2
2024-06-04 23:58:38.203 | WARNING  | __main__:<module>:60 - Retry: Question ID: 8, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:38.203 | INFO     | __main__:<module>:67 - Question ID: 8, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:38.971 | INFO     | __main__:<module>:67 - Question ID: 9, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:39.887 | INFO     | __main__:<module>:67 - Question ID: 10, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:41.025 | INFO     | __main__:<module>:67 - Question ID: 11, Answer ID: 3, Task: Phi-2
2024-06-04 23:58:42.147 | INFO     | __main__:<module>:67 - Question ID: 12, Answer ID: 4, Task: Phi-2
2024-06-04 23:58:43.329 | INFO     | __main__:<module>:67 - Question ID: 13, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:44.155 | INFO     | __main__:<module>:67 - Question ID: 14, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:45.041 | INFO     | __main__:<module>:67 - Question ID: 15, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:45.978 | INFO     | __main__:<module>:67 - Question ID: 16, Answer ID: 4, Task: Phi-2
2024-06-04 23:58:47.243 | WARNING  | __main__:<module>:60 - Retry: Question ID: 17, Answer ID: 3, Task: Phi-2
2024-06-04 23:58:47.243 | INFO     | __main__:<module>:67 - Question ID: 17, Answer ID: 3, Task: Phi-2
2024-06-04 23:58:48.830 | INFO     | __main__:<module>:67 - Question ID: 18, Answer ID: 1, Task: Phi-2
2024-06-04 23:58:50.014 | INFO     | __main__:<module>:67 - Question ID: 19, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:51.201 | INFO     | __main__:<module>:67 - Question ID: 20, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:52.260 | INFO     | __main__:<module>:67 - Question ID: 21, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:53.093 | INFO     | __main__:<module>:67 - Question ID: 22, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:54.055 | INFO     | __main__:<module>:67 - Question ID: 23, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:55.119 | INFO     | __main__:<module>:67 - Question ID: 24, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:55.999 | INFO     | __main__:<module>:67 - Question ID: 25, Answer ID: 5, Task: Phi-2
2024-06-04 23:58:56.782 | INFO     | __main__:<module>:67 - Question ID: 26, Answer ID: 4, Task: Phi-2
2024-06-04 23:58:57.684 | INFO     | __main__:<module>:67 - Question ID: 27, Answer ID: 2, Task: Phi-2
2024-06-04 23:58:58.477 | INFO     | __main__:<module>:67 - Question ID: 28, Answer ID: 3, Task: Phi-2
